step,return
11000,0.03860270833320101
12000,0.07045111459301552
13000,0.4335402209733729
14000,0.1023620743631909
15000,0.18945716993985118
16000,0.05718180197263792
17000,0.0649725515377213
18000,0.025929686448034776
19000,0.04550113001319005
20000,0.3150841568226497
21000,0.08749731114767201
22000,1.447329911284396
23000,0.04778793280424907
24000,0.08403834268510764
25000,2.7785345188880455
26000,0.4815897821776161
27000,0.28419251546933993
28000,0.49496905903270094
29000,0.18445156535599383
30000,0.0872754487719817
31000,0.24961417575850647
32000,0.6299698830007401
33000,0.03177483044710243
34000,2.421160624997265
35000,1.3962760876627727
36000,0.2928287976250431
37000,0.08387773172580637
38000,0.3932710550684533
39000,1.9192138685390179
40000,1.7898128522487242
41000,0.07502448777922838
42000,2.2501758864006662
43000,1.7168190764083193
44000,0.14650798034026594
45000,2.0666851880126145
46000,2.645632972370822
47000,0.8814004346680122
48000,0.3779611031613058
49000,2.5129140270437347
50000,0.11711771433328978
51000,0.5309559932666161
52000,8.072906752038945
53000,1.43035833864069
54000,0.8070516331863473
55000,3.069385426836379
56000,0.24662161320347878
57000,33.462936308574264
58000,0.3580163905135806
59000,0.3871382457854452
60000,2.501439099114941
61000,1.008677092200378
62000,0.6990609558717551
63000,1.457985363961234
64000,1.8480912001215983
65000,1.8180722006925865
66000,4.698235859404668
67000,1.1108792276135318
68000,0.3547936159238816
69000,1.4288366357290214
70000,0.24601678108183478
71000,0.5831177150498348
72000,0.28963282868890017
73000,0.28044074678036846
74000,3.2787933531666567
75000,2.420968155889568
76000,1.7854847377235727
77000,1.5134950261822266
78000,3.234799543808185
79000,2.440068262250588
80000,0.09516368254280677
81000,2.5272743524350063
82000,0.1460691864025648
83000,4.533532482678129
84000,0.8991776282461614
85000,1.5599935290002918
86000,0.7710111538461205
87000,0.1489231201567236
88000,1.9871698716405262
89000,1.2129459613380278
90000,1.828535975293562
91000,0.6958788256251864
92000,0.6253292864375908
93000,0.5948534904415284
94000,1.3848633690739915
95000,2.5392600338638656
96000,0.13388010709586523
97000,0.8482690918815932
98000,0.3519854353342453
99000,0.775118219241449
100000,0.18018063747877022
101000,0.47688443650044976
102000,0.5387892510149698
103000,4.739887997391452
104000,2.719743200013909
